,Unnamed: 0,isbuyer,buy_freq,visit_freq,buy_interval,sv_interval,expected_time_buy,expected_time_visit,last_buy,last_visit,multiple_buy,multiple_visit,uniq_urls,num_checkins,pred_prob,pred_label
63,64,0,,1,0.0,0.0,0.0,0.0,3,3,0,0,3,19,0.5355867022208406,1
64,65,0,,1,0.0,0.0,0.0,0.0,72,72,0,0,193,1120,0.27195117171760985,0
65,66,0,,2,0.0,2.916667,0.0,-71.00616,72,72,0,1,175,801,0.35468198844675847,0
66,67,0,,1,0.0,0.0,0.0,0.0,26,26,0,0,4,48,0.35773958765848196,0
67,68,0,,1,0.0,0.0,0.0,0.0,30,30,0,0,130,705,0.2741856421308065,0
68,69,0,,1,0.0,0.0,0.0,0.0,155,155,0,0,144,1074,0.273212646969131,0
69,70,0,,2,0.0,19.08333,0.0,0.7719917,8,8,0,1,7,87,0.5286920017304659,1
70,71,0,,1,0.0,0.0,0.0,0.0,93,93,0,0,158,631,0.273212646969131,0
71,72,0,,1,0.0,0.0,0.0,0.0,148,148,0,0,58,184,0.27402657022370513,0
72,73,0,,1,0.0,0.0,0.0,0.0,10,10,0,0,11,69,0.3757434081815693,0
73,74,0,,1,0.0,0.0,0.0,0.0,13,13,0,0,9,33,0.39391930656351193,0
74,75,0,,1,0.0,0.0,0.0,0.0,35,35,0,0,25,50,0.3325193435180578,0
75,76,0,,1,0.0,0.0,0.0,0.0,18,18,0,0,83,161,0.3171161820775314,0
76,77,0,,1,0.0,0.0,0.0,0.0,92,92,0,0,118,318,0.273212646969131,0
77,78,0,,1,0.0,0.0,0.0,0.0,108,108,0,0,168,1622,0.27457991974788726,0
78,79,0,,2,0.0,44.83333,0.0,-45.86637,68,68,0,1,77,325,0.3441868730181009,0
79,80,0,,4,0.0,20.20833,0.0,-47.37135,62,62,0,1,161,2522,0.5152506855759136,1
80,81,0,,1,0.0,0.0,0.0,0.0,45,45,0,0,178,799,0.27195117171760985,0
81,82,0,,1,0.0,0.0,0.0,0.0,14,14,0,0,8,16,0.3999071896140018,0
82,83,0,,1,0.0,0.0,0.0,0.0,154,154,0,0,27,274,0.3129159060714765,0
83,84,0,,1,0.0,0.0,0.0,0.0,40,40,0,0,77,442,0.2750013672357884,0
84,85,0,,1,0.0,0.0,0.0,0.0,0,0,0,0,29,145,0.5698871659290778,1
85,86,0,,3,0.0,3.125,0.0,-2.8485669999999996,4,4,0,1,15,59,0.6942615727521367,1
86,87,0,,1,0.0,0.0,0.0,0.0,124,124,0,0,117,217,0.273212646969131,0
87,88,0,,1,0.0,0.0,0.0,0.0,130,130,0,0,105,278,0.273212646969131,0
88,89,0,,1,0.0,0.0,0.0,0.0,12,12,0,0,9,100,0.3757434081815693,0
89,90,0,,1,0.0,0.0,0.0,0.0,54,54,0,0,181,4318,0.27331450557755066,0
90,91,0,,1,0.0,0.0,0.0,0.0,18,18,0,0,178,2340,0.28576175436817475,0
91,92,0,,1,0.0,0.0,0.0,0.0,138,138,0,0,13,57,0.3566157695537404,0
92,93,0,,5,0.0,23.5,0.0,-33.41375,52,52,0,1,138,350,0.5152506855759136,1
93,94,0,,1,0.0,0.0,0.0,0.0,10,10,0,0,30,152,0.35142312631864303,0
94,95,0,,1,0.0,0.0,0.0,0.0,177,177,0,0,38,111,0.33287337079187435,0
95,96,0,,1,0.0,0.0,0.0,0.0,4,4,0,0,9,33,0.5053468624254783,1
96,97,0,,2,0.0,0.041666699999999994,0.0,-104.4442,104,104,0,1,93,301,0.3026303558322388,0
97,98,0,,1,0.0,0.0,0.0,0.0,66,66,0,0,71,420,0.27402657022370513,0
98,99,0,,1,0.0,0.0,0.0,0.0,40,40,0,0,52,174,0.2750013672357884,0
99,100,0,,1,0.0,0.0,0.0,0.0,8,8,0,0,1,8,0.46659331309444396,0
100,101,0,,1,0.0,0.0,0.0,0.0,83,83,0,0,64,226,0.27402657022370513,0
101,102,0,,1,0.0,0.0,0.0,0.0,15,15,0,0,97,385,0.28988238452403503,0
102,103,0,,1,0.0,0.0,0.0,0.0,133,133,0,0,50,182,0.2790961112065726,0
103,104,0,,1,0.0,0.0,0.0,0.0,156,156,0,0,50,122,0.2978315786659864,0
104,105,1,1.0,4,0.0,42.875,0.0,29.2437,2,2,0,1,119,547,0.7435953801807408,1
105,106,0,,1,0.0,0.0,0.0,0.0,27,27,0,0,23,47,0.3325193435180578,0
106,107,0,,1,0.0,0.0,0.0,0.0,69,69,0,0,179,2297,0.27331450557755066,0
107,108,0,,3,0.0,9.791667,0.0,3.0517689999999997,3,3,0,1,44,14,0.6942045908842707,1
108,109,0,,1,0.0,0.0,0.0,0.0,27,27,0,0,132,296,0.2741856421308065,0
109,110,0,,3,0.0,16.04167,0.0,-24.24746,34,34,0,1,185,422,0.4715287624695158,0
110,111,1,1.0,1,0.0,0.0,0.0,0.0,1,1,0,0,-1,321,0.6841612788694243,1
111,112,0,,1,0.0,0.0,0.0,0.0,27,27,0,0,168,1518,0.27555593804090367,0
112,113,0,,3,0.0,13.416670000000002,0.0,-131.5101,140,140,0,1,113,191,0.3991534732768198,0
113,114,0,,1,0.0,0.0,0.0,0.0,31,31,0,0,139,449,0.2741856421308065,0
114,115,0,,1,0.0,0.0,0.0,0.0,107,107,0,0,68,207,0.27402657022370513,0
115,116,0,,1,0.0,0.0,0.0,0.0,37,37,0,0,9,68,0.35773958765848196,0
116,117,0,,1,0.0,0.0,0.0,0.0,70,70,0,0,173,229,0.273212646969131,0
117,118,0,,1,0.0,0.0,0.0,0.0,102,102,0,0,70,423,0.27402657022370513,0
118,119,0,,1,0.0,0.0,0.0,0.0,112,112,0,0,190,2711,0.27331450557755066,0
119,120,0,,1,0.0,0.0,0.0,0.0,10,10,0,0,32,138,0.35142312631864303,0
120,121,0,,2,0.0,40.0,0.0,17.107039999999998,2,2,0,1,23,64,0.5992615502112468,1
121,122,0,,1,0.0,0.0,0.0,0.0,35,35,0,0,49,104,0.30124042619108027,0
122,123,0,,1,0.0,0.0,0.0,0.0,90,90,0,0,177,4000,0.27331450557755066,0
123,124,0,,1,0.0,0.0,0.0,0.0,27,27,0,0,95,158,0.29588507179318607,0
124,125,0,,8,0.0,21.82143,0.0,3.7620120000000004,15,15,0,1,120,849,0.6124499296672482,1
125,126,0,,1,0.0,0.0,0.0,0.0,78,78,0,0,163,5474,0.27457991974788726,0
126,127,0,,1,0.0,0.0,0.0,0.0,6,6,0,0,27,99,0.4677566704404449,0
127,128,0,,6,0.0,10.21667,0.0,-25.74786,34,34,0,1,96,689,0.5519553439155083,1
128,129,0,,1,0.0,0.0,0.0,0.0,170,170,0,0,168,1369,0.27457991974788726,0
129,130,0,,1,0.0,0.0,0.0,0.0,41,41,0,0,47,223,0.28008198461701567,0
130,131,0,,1,0.0,0.0,0.0,0.0,147,147,0,0,130,459,0.273212646969131,0
131,132,0,,2,0.0,57.625,0.0,-37.45882,66,66,0,1,188,3940,0.31108669457104704,0
132,133,0,,1,0.0,0.0,0.0,0.0,154,154,0,0,94,466,0.273212646969131,0
133,134,0,,1,0.0,0.0,0.0,0.0,90,90,0,0,30,91,0.3314338683395871,0
134,135,0,,1,0.0,0.0,0.0,0.0,17,17,0,0,11,18,0.3999071896140018,0
135,136,0,,1,0.0,0.0,0.0,0.0,20,20,0,0,112,328,0.27960737619447346,0
136,137,0,,4,0.0,22.66667,0.0,-12.01277,29,29,0,1,116,2315,0.5260329409519894,1
137,138,0,,1,0.0,0.0,0.0,0.0,99,99,0,0,37,1222,0.3100420920573103,0
138,139,0,,1,0.0,0.0,0.0,0.0,15,15,0,0,12,78,0.3757434081815693,0
139,140,1,1.0,2,0.0,16.04167,0.0,-82.0244,90,90,0,1,107,279,0.4036184043030149,0
140,141,0,,1,0.0,0.0,0.0,0.0,119,119,0,0,32,63,0.3314338683395871,0
141,142,0,,1,0.0,0.0,0.0,0.0,1,1,0,0,2,43,0.5759896214974362,1
142,143,0,,1,0.0,0.0,0.0,0.0,119,119,0,0,68,332,0.27402657022370513,0
143,144,1,1.0,16,0.0,1.166667,0.0,0.3123375,0,0,0,1,36,199,0.7761201009633706,1
144,145,0,,1,0.0,0.0,0.0,0.0,145,145,0,0,133,451,0.273212646969131,0
145,146,0,,6,0.0,17.0,0.0,-39.80942,53,53,0,1,114,2108,0.5519553439155083,1
146,147,0,,2,0.0,4.875,0.0,-16.2913,18,18,0,1,181,2141,0.36090398107240734,0
147,148,0,,1,0.0,0.0,0.0,0.0,51,51,0,0,28,138,0.33287337079187435,0
148,149,0,,1,0.0,0.0,0.0,0.0,47,47,0,0,130,191,0.273212646969131,0
149,150,0,,1,0.0,0.0,0.0,0.0,33,33,0,0,71,66,0.29593377069952104,0
150,151,0,,1,0.0,0.0,0.0,0.0,60,60,0,0,101,485,0.273212646969131,0
151,152,0,,1,0.0,0.0,0.0,0.0,19,19,0,0,22,37,0.33855652038505896,0
152,153,0,,2,0.0,93.25,0.0,-7.962986999999999,54,54,0,1,174,644,0.3178486861883485,0
153,154,0,,1,0.0,0.0,0.0,0.0,165,165,0,0,31,107,0.3314338683395871,0
154,155,0,,3,0.0,0.1666667,0.0,-7.019977000000001,7,7,0,1,22,59,0.6199814989296957,1
155,156,0,,2,0.0,0.5,0.0,0.12830830000000001,0,0,0,1,25,226,0.634347243957362,1
156,157,0,,1,0.0,0.0,0.0,0.0,24,24,0,0,56,153,0.29618696351703416,0
157,158,0,,1,0.0,0.0,0.0,0.0,3,3,0,0,27,32,0.5273163947068259,1
158,159,0,,1,0.0,0.0,0.0,0.0,52,52,0,0,131,788,0.273212646969131,0
159,160,0,,1,0.0,0.0,0.0,0.0,53,53,0,0,68,357,0.27402657022370513,0
160,161,0,,2,0.0,21.91667,0.0,-73.27048,84,84,0,1,14,63,0.4133891263163723,0
161,162,0,,1,0.0,0.0,0.0,0.0,54,54,0,0,180,396,0.27195117171760985,0
162,163,0,,1,0.0,0.0,0.0,0.0,12,12,0,0,23,81,0.3499454847496296,0
163,164,0,,1,0.0,0.0,0.0,0.0,30,30,0,0,90,160,0.29970873242877305,0
164,165,0,,1,0.0,0.0,0.0,0.0,54,54,0,0,155,502,0.273212646969131,0
165,166,0,,1,0.0,0.0,0.0,0.0,29,29,0,0,4,11,0.3835829469125746,0
166,167,0,,1,0.0,0.0,0.0,0.0,9,9,0,0,100,581,0.28988238452403503,0
167,168,0,,1,0.0,0.0,0.0,0.0,28,28,0,0,148,621,0.2741856421308065,0
168,169,0,,1,0.0,0.0,0.0,0.0,72,72,0,0,48,113,0.3002111334920051,0
169,170,0,,8,0.0,15.57143,0.0,-22.56033,36,36,0,1,24,1286,0.5456467998914383,1
170,171,0,,1,0.0,0.0,0.0,0.0,63,63,0,0,167,1924,0.27457991974788726,0
171,172,0,,1,0.0,0.0,0.0,0.0,46,46,0,0,46,86,0.3002111334920051,0
172,173,0,,1,0.0,0.0,0.0,0.0,1,1,0,0,57,215,0.5047603130285517,1
173,174,0,,1,0.0,0.0,0.0,0.0,168,168,0,0,92,603,0.273212646969131,0
174,175,0,,1,0.0,0.0,0.0,0.0,38,38,0,0,182,319,0.2729213613881738,0
175,176,1,1.0,2,0.0,0.041666699999999994,0.0,-55.02851,55,55,0,1,0,151,0.5363737766791032,1
176,177,0,,1,0.0,0.0,0.0,0.0,177,177,0,0,43,380,0.2790961112065726,0
177,178,0,,1,0.0,0.0,0.0,0.0,122,122,0,0,19,129,0.35810606050991073,0
178,179,0,,1,0.0,0.0,0.0,0.0,43,43,0,0,12,122,0.35923195279863385,0
179,180,0,,1,0.0,0.0,0.0,0.0,18,18,0,0,74,113,0.3123397804466617,0
180,181,0,,1,0.0,0.0,0.0,0.0,145,145,0,0,123,1660,0.27457991974788726,0
181,182,0,,1,0.0,0.0,0.0,0.0,52,52,0,0,104,266,0.273212646969131,0
182,183,0,,3,0.0,26.95833,0.0,-66.08843,84,84,0,1,171,1149,0.4295101058977376,0
183,184,0,,1,0.0,0.0,0.0,0.0,125,125,0,0,128,1472,0.27457991974788726,0
184,185,0,,1,0.0,0.0,0.0,0.0,128,128,0,0,5,1470,0.33884094148595645,0
185,186,0,,1,0.0,0.0,0.0,0.0,120,120,0,0,82,274,0.27402657022370513,0
186,187,0,,1,0.0,0.0,0.0,0.0,21,21,0,0,12,15,0.3900055256549278,0
187,188,0,,3,0.0,8.4375,0.0,0.06795,5,5,0,1,20,67,0.7031093725866806,1
188,189,0,,1,0.0,0.0,0.0,0.0,23,23,0,0,130,222,0.27960737619447346,0
189,190,0,,2,0.0,0.041666699999999994,0.0,-67.99465,68,68,0,1,17,306,0.3593408083848207,0
190,191,0,,1,0.0,0.0,0.0,0.0,43,43,0,0,12,579,0.33993834087288166,0
191,192,0,,1,0.0,0.0,0.0,0.0,18,18,0,0,6,178,0.3606289990426288,0
192,193,0,,1,0.0,0.0,0.0,0.0,8,8,0,0,177,477,0.34874975304643474,0
193,194,0,,2,0.0,11.04167,0.0,-127.8336,133,133,0,1,71,585,0.351379753110612,0
194,195,0,,7,0.0,9.423611,0.0,-53.09203,61,61,0,1,89,566,0.5519553439155083,1
195,196,0,,1,0.0,0.0,0.0,0.0,56,56,0,0,16,4,0.37622925032857923,0
196,197,0,,1,0.0,0.0,0.0,0.0,34,34,0,0,79,116,0.2935738962727441,0
197,198,0,,1,0.0,0.0,0.0,0.0,7,7,0,0,166,482,0.37405455228950796,0
198,199,0,,1,0.0,0.0,0.0,0.0,70,70,0,0,185,603,0.27195117171760985,0
199,200,0,,1,0.0,0.0,0.0,0.0,117,117,0,0,48,104,0.3002111334920051,0
200,201,0,,1,0.0,0.0,0.0,0.0,23,23,0,0,22,364,0.3198309762585386,0
201,202,0,,1,0.0,0.0,0.0,0.0,39,39,0,0,178,2214,0.2742877265883884,0
202,203,0,,1,0.0,0.0,0.0,0.0,27,27,0,0,178,1432,0.2742877265883884,0
203,204,0,,1,0.0,0.0,0.0,0.0,5,5,0,0,56,215,0.4157766464283035,0
204,205,0,,1,0.0,0.0,0.0,0.0,178,178,0,0,39,70,0.3314338683395871,0
205,206,0,,1,0.0,0.0,0.0,0.0,5,5,0,0,34,141,0.4693725795342087,0
206,207,0,,2,0.0,0.041666699999999994,0.0,-32.02827,32,32,0,1,37,56,0.36088984001387375,0
207,208,0,,1,0.0,0.0,0.0,0.0,108,108,0,0,155,1287,0.27457991974788726,0
208,209,0,,2,0.0,31.66667,0.0,8.678555000000001,7,7,0,1,5,71,0.5874286799648524,1
209,210,0,,2,0.0,71.75,0.0,-56.66,92,92,0,1,90,762,0.31108669457104704,0
210,211,0,,1,0.0,0.0,0.0,0.0,2,2,0,0,12,101,0.5640519738814171,1
211,212,0,,1,0.0,0.0,0.0,0.0,52,52,0,0,154,219,0.273212646969131,0
212,213,0,,2,0.0,0.041666699999999994,0.0,-179.9119,179,179,0,1,167,1277,0.3026303558322388,0
213,214,0,,1,0.0,0.0,0.0,0.0,0,0,0,0,13,33,0.594625306345424,1
214,215,0,,1,0.0,0.0,0.0,0.0,133,133,0,0,46,375,0.2790961112065726,0
215,216,0,,1,0.0,0.0,0.0,0.0,4,4,0,0,69,212,0.4157766464283035,0
216,217,0,,1,0.0,0.0,0.0,0.0,82,82,0,0,177,2011,0.27331450557755066,0
217,218,0,,1,0.0,0.0,0.0,0.0,106,106,0,0,165,809,0.273212646969131,0
218,219,0,,1,0.0,0.0,0.0,0.0,54,54,0,0,33,186,0.3129159060714765,0
219,220,0,,1,0.0,0.0,0.0,0.0,29,29,0,0,163,423,0.2741856421308065,0
220,221,1,2.0,7,85.95834,14.31944,35.89097,5.143947,7,7,1,1,63,358,0.7881560715998285,1
221,222,0,,1,0.0,0.0,0.0,0.0,3,3,0,0,29,35,0.5273163947068259,1
222,223,0,,1,0.0,0.0,0.0,0.0,69,69,0,0,93,169,0.273212646969131,0
223,224,0,,1,0.0,0.0,0.0,0.0,2,2,0,0,173,883,0.43109940333419233,0
224,225,0,,1,0.0,0.0,0.0,0.0,26,26,0,0,11,66,0.35773958765848196,0
225,226,0,,1,0.0,0.0,0.0,0.0,17,17,0,0,26,61,0.3499454847496296,0
226,227,0,,1,0.0,0.0,0.0,0.0,16,16,0,0,177,1593,0.28576175436817475,0
227,228,0,,1,0.0,0.0,0.0,0.0,8,8,0,0,6,31,0.4639611877752082,0
228,229,0,,2,0.0,3.041667,0.0,-132.4306,133,133,0,1,41,367,0.376683464890707,0
229,230,0,,1,0.0,0.0,0.0,0.0,53,53,0,0,28,85,0.3314338683395871,0
230,231,0,,1,0.0,0.0,0.0,0.0,26,26,0,0,50,236,0.28008198461701567,0
231,232,0,,4,0.0,59.30556,0.0,38.2468,6,6,0,1,97,470,0.6102022760368341,1
232,233,1,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,72,424,0.6215190373969065,1
233,234,0,,1,0.0,0.0,0.0,0.0,7,7,0,0,141,471,0.37595605565261064,0
234,235,0,,1,0.0,0.0,0.0,0.0,47,47,0,0,40,111,0.33287337079187435,0
235,236,0,,1,0.0,0.0,0.0,0.0,104,104,0,0,158,921,0.273212646969131,0
236,237,0,,1,0.0,0.0,0.0,0.0,62,62,0,0,28,97,0.3314338683395871,0
237,238,0,,1,0.0,0.0,0.0,0.0,110,110,0,0,98,165,0.273212646969131,0
238,239,0,,1,0.0,0.0,0.0,0.0,3,3,0,0,39,245,0.4826442701583019,0
239,240,0,,2,0.0,4.1666669999999995,0.0,2.033933,0,0,0,1,-1,10,0.6593193182340926,1
240,241,0,,2,0.0,67.95834,0.0,17.99174,15,15,0,1,175,1247,0.3422739756597951,0
241,242,0,,9,0.0,19.92708,0.0,15.1245,2,2,0,1,174,2060,0.7058977281496533,1
242,243,0,,1,0.0,0.0,0.0,0.0,8,8,0,0,17,89,0.44492596125232053,0
243,244,0,,1,0.0,0.0,0.0,0.0,160,160,0,0,166,7293,0.27457991974788726,0
244,245,0,,1,0.0,0.0,0.0,0.0,146,146,0,0,101,668,0.273212646969131,0
245,246,0,,2,0.0,96.20834,0.0,39.05659,9,9,0,1,97,183,0.35163527174988884,0
246,247,0,,4,0.0,0.625,0.0,-67.86910999999999,68,68,0,1,111,428,0.4883677086342181,0
247,248,0,,1,0.0,0.0,0.0,0.0,164,164,0,0,65,2085,0.2753963727858741,0
248,249,0,,1,0.0,0.0,0.0,0.0,161,161,0,0,66,215,0.27402657022370513,0
249,250,0,,1,0.0,0.0,0.0,0.0,59,59,0,0,15,93,0.3566157695537404,0
250,251,0,,3,0.0,17.89583,0.0,-131.19799999999998,143,143,0,1,162,1688,0.4002624786289231,0
251,252,0,,1,0.0,0.0,0.0,0.0,41,41,0,0,13,45,0.35773958765848196,0
252,253,0,,1,0.0,0.0,0.0,0.0,47,47,0,0,42,68,0.3314338683395871,0
253,254,0,,1,0.0,0.0,0.0,0.0,42,42,0,0,81,832,0.2750013672357884,0
254,255,0,,1,0.0,0.0,0.0,0.0,40,40,0,0,113,304,0.2741856421308065,0
255,256,0,,1,0.0,0.0,0.0,0.0,182,182,0,0,176,1030,0.27195117171760985,0
256,257,0,,1,0.0,0.0,0.0,0.0,10,10,0,0,120,693,0.2856570804349519,0
257,258,0,,3,0.0,3.041667,0.0,-68.52919,70,70,0,1,49,749,0.44438673098100345,0
258,259,0,,1,0.0,0.0,0.0,0.0,123,123,0,0,144,517,0.273212646969131,0
259,260,0,,1,0.0,0.0,0.0,0.0,180,180,0,0,178,644,0.27195117171760985,0
260,261,0,,1,0.0,0.0,0.0,0.0,11,11,0,0,124,308,0.2856570804349519,0
261,262,0,,1,0.0,0.0,0.0,0.0,102,102,0,0,187,1676,0.27331450557755066,0
262,263,0,,2,0.0,4.2083330000000005,0.0,-5.761538,7,7,0,1,31,145,0.5168527627503979,1
263,264,0,,1,0.0,0.0,0.0,0.0,29,29,0,0,163,635,0.2741856421308065,0
264,265,0,,1,0.0,0.0,0.0,0.0,6,6,0,0,34,120,0.4693725795342087,0
265,266,0,,2,0.0,30.5,0.0,-108.691,123,123,0,1,90,550,0.3504469827057646,0
266,267,0,,1,0.0,0.0,0.0,0.0,13,13,0,0,23,61,0.3499454847496296,0
267,268,0,,2,0.0,1.083333,0.0,-32.62146,33,33,0,1,61,708,0.33973176173219455,0
268,269,0,,1,0.0,0.0,0.0,0.0,43,43,0,0,56,487,0.2750013672357884,0
269,270,0,,1,0.0,0.0,0.0,0.0,0,0,0,0,25,981,0.5126718330773744,1
270,271,1,1.0,2,0.0,9.875,0.0,-40.53597,45,45,0,1,3,64,0.5451584889005409,1
271,272,0,,1,0.0,0.0,0.0,0.0,113,113,0,0,161,580,0.273212646969131,0
272,273,0,,8,0.0,19.83333,0.0,2.407221,14,14,0,1,98,752,0.6251618652256714,1
273,274,0,,1,0.0,0.0,0.0,0.0,41,41,0,0,61,574,0.2750013672357884,0
274,275,0,,2,0.0,0.041666699999999994,0.0,-4.391596,4,4,0,1,17,66,0.5255334750995304,1
275,276,0,,2,0.0,2.166667,0.0,-88.37345,89,89,0,1,164,1702,0.35468198844675847,0
276,277,0,,2,0.0,0.1666667,0.0,-67.64226,67,67,0,1,56,195,0.3238448163544502,0
277,278,0,,1,0.0,0.0,0.0,0.0,145,145,0,0,176,809,0.27195117171760985,0
278,279,0,,1,0.0,0.0,0.0,0.0,28,28,0,0,18,119,0.35923195279863385,0
279,280,0,,5,0.0,32.48958,0.0,20.35908,5,5,0,1,129,572,0.6993382398193079,1
280,281,0,,1,0.0,0.0,0.0,0.0,54,54,0,0,91,870,0.273212646969131,0
